"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: a","Param: b"
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineAtan","avgt",2,10.000000,73.395319,0.517397,"ns/op",90,5
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineAtan","avgt",2,10.000000,75.033433,0.585852,"ns/op",90,10
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineAtan","avgt",2,10.000000,75.847378,0.136457,"ns/op",90,100
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineAtan","avgt",2,10.000000,75.863350,0.173507,"ns/op",90,1000
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineAtan","avgt",2,10.000000,75.911378,0.549949,"ns/op",90,10000
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,21.751843,0.338296,"ns/op",0,0.5
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,21.631948,0.202090,"ns/op",0,1
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,21.666897,0.287120,"ns/op",0,5
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,21.668828,0.263158,"ns/op",0,10
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,21.697672,0.328719,"ns/op",0,100
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,21.654742,0.443054,"ns/op",0,1000
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,21.573239,0.045165,"ns/op",0,10000
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,38.382675,0.163089,"ns/op",5,0.5
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,38.897312,1.735769,"ns/op",5,1
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,38.851918,0.934868,"ns/op",5,5
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,38.468756,0.177880,"ns/op",5,10
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,38.385066,0.137059,"ns/op",5,100
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,38.586341,0.451246,"ns/op",5,1000
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,38.413752,0.043647,"ns/op",5,10000
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,38.370313,0.088293,"ns/op",30,0.5
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,38.558848,0.479821,"ns/op",30,1
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,38.751244,0.986869,"ns/op",30,5
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,38.559426,0.344503,"ns/op",30,10
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,38.559589,0.811224,"ns/op",30,100
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,38.446011,0.473315,"ns/op",30,1000
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,38.484512,0.334146,"ns/op",30,10000
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,39.879313,3.232247,"ns/op",45,0.5
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,38.822506,0.399311,"ns/op",45,1
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,38.906883,0.163297,"ns/op",45,5
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,39.355343,2.449515,"ns/op",45,10
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,38.955107,0.338501,"ns/op",45,100
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,38.786723,0.126096,"ns/op",45,1000
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,38.970363,0.528999,"ns/op",45,10000
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,48.274670,1.040310,"ns/op",60,0.5
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,47.799710,0.313569,"ns/op",60,1
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,47.782506,0.205603,"ns/op",60,5
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,48.190307,1.569942,"ns/op",60,10
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,47.841181,0.410959,"ns/op",60,100
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,48.115295,1.086477,"ns/op",60,1000
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,47.757212,0.122857,"ns/op",60,10000
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,41.261703,0.173923,"ns/op",85,0.5
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,41.124338,0.145679,"ns/op",85,1
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,41.160422,0.124005,"ns/op",85,5
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,41.216597,0.175610,"ns/op",85,10
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,42.217240,3.177010,"ns/op",85,100
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,41.435730,1.000691,"ns/op",85,1000
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,41.486943,1.190495,"ns/op",85,10000
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,39.669863,0.192310,"ns/op",90,0.5
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,39.748063,0.175837,"ns/op",90,1
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,39.722380,0.221751,"ns/op",90,5
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,39.658004,0.098438,"ns/op",90,10
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,39.834007,0.542883,"ns/op",90,100
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,39.629552,0.155988,"ns/op",90,1000
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineCos","avgt",2,10.000000,39.922447,1.270079,"ns/op",90,10000
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,21.752900,0.343020,"ns/op",0,0.5
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,21.858262,0.484581,"ns/op",0,1
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,21.613246,0.210014,"ns/op",0,5
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,21.791507,0.337953,"ns/op",0,10
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,21.776947,0.346569,"ns/op",0,100
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,21.683087,0.292718,"ns/op",0,1000
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,21.974854,0.562605,"ns/op",0,10000
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,40.078158,0.099130,"ns/op",5,0.5
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,40.093184,0.105314,"ns/op",5,1
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,40.139558,0.102848,"ns/op",5,5
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,40.311087,0.701559,"ns/op",5,10
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,40.179586,0.152152,"ns/op",5,100
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,40.172526,0.280725,"ns/op",5,1000
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,40.204820,0.148374,"ns/op",5,10000
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,40.119480,0.360689,"ns/op",30,0.5
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,40.302378,0.448452,"ns/op",30,1
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,40.162720,0.067186,"ns/op",30,5
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,40.077015,0.180541,"ns/op",30,10
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,40.124894,0.123626,"ns/op",30,100
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,40.181326,0.462338,"ns/op",30,1000
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,40.258252,0.452251,"ns/op",30,10000
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,46.630767,1.148977,"ns/op",45,0.5
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,46.900765,1.176503,"ns/op",45,1
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,46.407452,0.172964,"ns/op",45,5
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,46.483036,0.339883,"ns/op",45,10
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,46.397675,0.176435,"ns/op",45,100
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,46.420591,0.097942,"ns/op",45,1000
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,46.858256,1.343143,"ns/op",45,10000
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,39.846463,0.486478,"ns/op",60,0.5
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,40.226489,1.615187,"ns/op",60,1
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,39.655643,0.157240,"ns/op",60,5
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,39.918185,0.425873,"ns/op",60,10
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,39.619429,0.223987,"ns/op",60,100
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,39.788836,0.440043,"ns/op",60,1000
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,39.710421,0.246610,"ns/op",60,10000
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,39.748386,0.206691,"ns/op",85,0.5
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,39.615832,0.177419,"ns/op",85,1
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,47.036299,11.614323,"ns/op",85,5
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,40.063276,1.221800,"ns/op",85,10
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,39.701374,0.214076,"ns/op",85,100
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,39.724036,0.165474,"ns/op",85,1000
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,39.753978,0.541210,"ns/op",85,10000
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,47.887265,0.773519,"ns/op",90,0.5
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,47.575569,0.169528,"ns/op",90,1
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,47.604228,0.091884,"ns/op",90,5
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,47.815515,1.033226,"ns/op",90,10
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,48.253049,2.289157,"ns/op",90,100
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,47.491311,0.171665,"ns/op",90,1000
"org.nusco.narjillos.jmh.FastMathBenchmark.baselineSin","avgt",2,10.000000,48.051002,0.745108,"ns/op",90,10000
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.910233,0.015801,"ns/op",0,0.5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.908150,0.010647,"ns/op",0,1
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.909922,0.018740,"ns/op",0,5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.913547,0.013231,"ns/op",0,10
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.916314,0.014027,"ns/op",0,100
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.913752,0.013642,"ns/op",0,1000
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.909448,0.016840,"ns/op",0,10000
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.906742,0.011798,"ns/op",5,0.5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.918756,0.013571,"ns/op",5,1
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.917619,0.014614,"ns/op",5,5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.912757,0.011337,"ns/op",5,10
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.910855,0.020059,"ns/op",5,100
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.908555,0.012693,"ns/op",5,1000
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.908519,0.012523,"ns/op",5,10000
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.916421,0.012764,"ns/op",30,0.5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.913671,0.009922,"ns/op",30,1
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.917675,0.023854,"ns/op",30,5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.935833,0.090921,"ns/op",30,10
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.919585,0.009566,"ns/op",30,100
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.944314,0.135284,"ns/op",30,1000
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.945922,0.052821,"ns/op",30,10000
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,7.021748,0.253635,"ns/op",45,0.5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.911315,0.017314,"ns/op",45,1
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.912670,0.016993,"ns/op",45,5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.910442,0.009052,"ns/op",45,10
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.914858,0.011485,"ns/op",45,100
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.914761,0.008208,"ns/op",45,1000
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.910918,0.016195,"ns/op",45,10000
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.906472,0.016938,"ns/op",60,0.5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.922175,0.014104,"ns/op",60,1
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.916528,0.014052,"ns/op",60,5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.912177,0.012456,"ns/op",60,10
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.912233,0.017823,"ns/op",60,100
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.911667,0.018637,"ns/op",60,1000
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.907100,0.017157,"ns/op",60,10000
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.910913,0.011453,"ns/op",85,0.5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.915501,0.018233,"ns/op",85,1
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.910802,0.015204,"ns/op",85,5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.910591,0.011675,"ns/op",85,10
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.913474,0.016768,"ns/op",85,100
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.913017,0.010085,"ns/op",85,1000
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.914275,0.012693,"ns/op",85,10000
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.909308,0.013921,"ns/op",90,0.5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.910406,0.018110,"ns/op",90,1
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.905561,0.010609,"ns/op",90,5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.909579,0.009196,"ns/op",90,10
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.932130,0.066487,"ns/op",90,100
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.911256,0.012311,"ns/op",90,1000
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathAtan","avgt",2,10.000000,6.914438,0.013322,"ns/op",90,10000
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,46.616387,0.518696,"ns/op",0,0.5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,46.550182,0.491042,"ns/op",0,1
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,46.722128,0.540129,"ns/op",0,5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,46.684010,0.508677,"ns/op",0,10
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,46.811571,1.007473,"ns/op",0,100
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,46.710406,0.362333,"ns/op",0,1000
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,46.807893,0.525219,"ns/op",0,10000
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,29.370097,0.762633,"ns/op",5,0.5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,28.787290,0.053696,"ns/op",5,1
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,29.089293,0.576103,"ns/op",5,5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,28.917867,0.156950,"ns/op",5,10
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,30.064203,0.853472,"ns/op",5,100
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,28.807834,0.059593,"ns/op",5,1000
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,28.821742,0.048927,"ns/op",5,10000
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,28.794387,0.035272,"ns/op",30,0.5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,29.210815,0.673538,"ns/op",30,1
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,28.981169,0.208932,"ns/op",30,5
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,28.775276,0.036707,"ns/op",30,10
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,28.818445,0.051123,"ns/op",30,100
"org.nusco.narjillos.jmh.FastMathBenchmark.fastMathCos","avgt",2,10.000000,29.156123,0.731604,"ns/op",30,1000
